eps,min_samples,n_clusters,noise_ratio,largest_cluster
0.1611938856056897,6,840,0.2775997436308284,6215
0.2178139461763427,7,587,0.216792180740266,6547
0.24806433286525453,6,684,0.14979570581637558,7272
0.07831917771375495,5,1559,0.5072704694760455,2304
0.1396491226508702,6,942,0.32657026117609356,4729
0.12851454316838398,5,1275,0.30782326550232336,4815
0.06600985672923701,7,770,0.7006289056240987,2075
0.2010660345589489,5,996,0.17741547828873577,5929
0.1367558054645186,7,728,0.3765622496394809,4809
0.14386538683808026,3,2588,0.15834802115045665,5508
0.08013459476264805,3,3999,0.3135915718634834,2219
0.08618533044617363,3,3942,0.28438952091011055,2463
0.231420724431243,5,936,0.13693718955295625,6634
0.05892981779485578,6,1011,0.6905143406505367,2153
0.09657045698874125,4,2153,0.34952331357154304,2429
0.10841186606290568,3,3340,0.22568498638038775,4315
0.14803950848031727,7,691,0.3437750360519148,4757
0.16728903460295919,6,815,0.26980852427495594,5456
0.14865799517013334,6,863,0.306000640922929,5306
0.0668230669113764,5,1536,0.5820381349142766,2213
0.09873349081114272,5,1505,0.41093174170805963,2281
0.21871767695250827,3,1787,0.07965470277199167,7416
0.17751774009569182,3,2240,0.11680820381349143,5737
0.17982981002685489,7,622,0.2775997436308284,6134
0.184040651070271,4,1404,0.15979009774074668,6612
0.20258060380790582,6,738,0.21316696042300914,5853
0.06162169634428947,6,1063,0.6753324787694279,1962
0.12332167698652248,4,1797,0.2706497356192918,4737
0.15790548705233576,4,1621,0.19622256048710143,6102
0.1176912966594652,6,1046,0.39092292901778564,3970
0.21889577465743731,3,1776,0.07893366447684666,6103
0.14651450171745878,5,1143,0.27058964909469635,5979
0.20372551789187582,7,580,0.2403260695401378,5897
0.2204031033762338,6,705,0.1874298990546387,6497
0.15095829658069962,6,873,0.3031966031084762,5268
0.23191044877426997,3,1691,0.06958019548149336,6820
0.16742478810739614,3,2341,0.12724323025156226,5755
0.22005485976674438,4,1250,0.11520589649094697,7303
0.11811815911830487,4,1886,0.28052395449447204,4456
0.14976339170629704,3,2580,0.15117769588207017,6253
0.15628220820091554,7,683,0.32811248197404264,4759
0.07099594317921412,3,4320,0.35064492869732417,2230
0.12971050134030815,6,933,0.35917721518987344,4714
0.23346753451033525,5,897,0.1377784008972921,6673
0.1761664480729485,6,826,0.25022031725684984,6308
0.08550131648739351,4,2320,0.3961304278160551,2376
0.117771127121921,4,1884,0.2841491748117289,4150
0.08832060193253997,6,1163,0.5138799871815414,2283
0.05496462635971451,4,2414,0.5725444640282006,2069
0.23549209170080537,6,720,0.16181301073545906,7338
0.1396414656513743,3,2771,0.16341531805800352,4933
0.11150701448415723,3,3209,0.21831437269668322,3539
0.16969543831154732,6,808,0.2656024675532767,5618
0.05146289125860313,6,824,0.7442316936388399,1945
0.10560442132016278,3,3446,0.23377663835923732,3660
0.19060669313977852,7,628,0.25815173850344497,6576
0.17675395461385263,3,2263,0.11696843454574588,7154
0.2463611895085071,7,574,0.18015942957859318,6512
0.17407154193160881,6,792,0.25600865245954174,5575
0.14550117472554658,7,712,0.35212706297067775,5162
0.20228651263680153,7,586,0.24329033808684505,6479
0.2306655743928106,4,1183,0.10645329274154783,6641
0.1941391893436703,6,729,0.22354190033648455,6498
0.24264224470987594,4,1179,0.09115125781124819,7288
0.20640103414763544,5,991,0.16589889440794744,7351
0.2233602876523853,4,1216,0.11196122416279443,6614
0.07282081423672744,5,1672,0.5348301554238103,2222
0.19648270059875755,7,613,0.2507610959782086,5720
0.13801773990547372,5,1222,0.28475004005768306,4999
0.16062076048225504,3,2435,0.1322904983175773,5613
0.18082048189647137,4,1452,0.1620132991507771,5760
0.24396302334111392,6,679,0.15520349302996314,6529
0.2469156162863249,5,866,0.11839048229450408,6673
0.10764564909758106,5,1425,0.37197564492869734,2853
0.19675069948758322,5,989,0.17759573786252203,5926
0.19999670758705373,4,1363,0.13803877583720559,6573
0.11929857226260976,5,1334,0.33313972119852586,4147
0.07477395497284421,6,1175,0.5922127864124339,2136
0.058189392057143956,7,680,0.74711584681942,1968
0.20546862550583572,6,758,0.20391363563531487,5774
0.1479399483633812,7,717,0.34165197884954335,4984
0.24710803389898522,7,560,0.1805800352507611,6689
0.1429946912387306,3,2634,0.15788735779522511,5350
0.24558339581476807,4,1108,0.08894808524274955,7283
0.13231520043881198,4,1805,0.2445120974202852,4780
0.20873643011199455,3,1911,0.08670485499118731,7332
0.06696385446236641,3,4414,0.3708540298029162,2210
0.1610923420275528,6,853,0.2810647332158308,5333
0.21041195739714486,4,1287,0.12900576830636115,7066
0.23494033344397774,3,1653,0.06739705175452652,6774
0.21451661812348632,4,1230,0.1242989905463868,6600
0.05739414544023485,4,2437,0.552695882070181,2119
0.12454046826134685,3,2953,0.1943999359077071,4377
0.059739694462770256,3,4564,0.4057242429097901,2116
0.0718564582229116,6,1168,0.6056721679218074,2110
0.1850611257334968,7,625,0.2683063611600705,5782
0.19265163926233964,5,997,0.18833119692356995,5814
0.20474413655032525,6,765,0.20497516423650056,6516
0.2230913096111326,7,587,0.2113443358436148,6407
0.19788629369530197,7,586,0.2506609517705496,6606
0.21017431842132644,3,1888,0.08522272071783368,5848
0.05979274196465585,7,714,0.7345577631789777,1879
0.09690703008825972,3,3652,0.25466672007691077,2359
0.17437955467504918,3,2231,0.11935186668803076,6350
0.22162506092496465,5,922,0.14556962025316456,7236
0.05090002498793183,6,821,0.7503004326229771,1972
0.15292586842326997,3,2484,0.14653100464669125,5512
0.18545747987287947,4,1419,0.1561047908988944,6512
0.055921457825722644,4,2357,0.5677375420605673,2064
0.1302711115106776,4,1785,0.24833760615286013,5145
0.2291269762767394,7,568,0.20361320301233776,5979
0.18432256177117173,4,1415,0.15790738663675694,6523
0.09753167267211947,4,2153,0.3423730171446884,2397
0.22055622592638252,3,1778,0.07819259734016984,6831
0.11960628468190287,3,3012,0.20211103989745233,4357
0.2206689342288119,3,1823,0.07865326069540138,6604
0.1097887302237811,5,1393,0.37133472199967954,3697
0.1680640501766298,5,1108,0.2261857074186829,5472
0.1293880135495668,5,1258,0.3096258612401859,4482
0.10496501015101341,7,867,0.487522031725685,2195
0.22731151243437386,5,943,0.13779842973882392,6592
0.08751873638789827,3,3856,0.2827872135875661,2389
0.06696231824715262,4,2506,0.4924290979009774,2086
0.11838538770913208,4,1929,0.27984297388239066,4633
0.19352782952831354,7,635,0.2518025957378625,5773
0.21148632119525634,4,1256,0.12624178817497195,7373
0.249748674013353,3,1517,0.05874459221278641,6585
0.10927241140223298,6,1045,0.421306681621535,2567
0.13158839022625646,5,1240,0.3006729690754687,4694
0.07736425560592526,3,4189,0.3225244351866688,2182
0.16497438592460673,6,835,0.2684265342092613,5453
0.24951600745258345,4,1116,0.09057042140682584,7406
0.1901762020241317,7,587,0.2600344496074347,5815
0.16904256808267437,7,649,0.29652699887838485,5511
0.1284738185843588,4,1777,0.25472680660150615,5085
0.233059752057111,5,916,0.1363563531485339,7226
0.1493833192260699,5,1193,0.2590530363723762,5531
0.0768733826626123,6,1188,0.5815975004005768,2353
0.1230756926398267,3,3038,0.19327832078192597,4615
0.06343333376955339,4,2430,0.5117769588207018,2157
0.09039580753775632,3,3822,0.27609758051594296,2334
0.05353375619998244,6,898,0.7308323986540618,1965
0.1406559833000327,3,2689,0.1660791539817337,5341
0.17690805299035944,5,1058,0.21048309565774714,5761
0.11865849247578156,6,1017,0.38447364204454415,4097
0.1340763543010554,7,754,0.3788255087325749,4550
0.24184185456891522,4,1130,0.0966591892324948,6613
0.20039262431498311,3,1995,0.09549751642365005,7258
0.15817132738899026,6,829,0.2838086845056882,5407
0.10690817502236505,3,3249,0.2327351385995834,3855
0.22939935975459907,3,1719,0.07152299311007851,6584
0.0970194233761319,7,945,0.5168242268867169,2254
0.11506854610333542,7,839,0.44662313731773756,2891
0.2318129628845897,6,714,0.16730091331517385,6689
0.15590841105701447,7,656,0.3338807883352027,4923
0.19846358988359536,3,2016,0.09627864124339049,6467
0.16814895883275321,3,2367,0.12445922127864124,5778
0.18068784180189906,4,1451,0.1623537894568178,5786
0.10987665830296511,3,3253,0.22073786252203173,3387
0.09827441232533259,7,935,0.5168843134113122,2346
0.11449846943373305,3,3113,0.21246595096939594,4130
0.0810883128166845,5,1619,0.48934465630507934,2324
0.2248628730581615,7,574,0.20451450088126902,6063
0.10664938665002283,6,1090,0.43556721679218074,2291
0.16229787888287694,4,1565,0.18686909149174813,5161
0.2083948850282748,5,982,0.16405624098702132,7258
0.20676482187514272,5,988,0.1626141643967313,7379
0.1376772517168386,6,907,0.33506248998557925,4725
0.14525146171734515,5,1191,0.27080996635154625,5050
0.24894034978700497,4,1073,0.0897492389040218,9337
0.18491949539580482,6,767,0.23497836885114565,6136
0.21292768862357653,7,580,0.2264661112001282,6615
0.23051079384384637,5,915,0.13992148694119533,7350
0.20751796724586785,3,1922,0.08732574907867328,7228
0.08703586899071353,5,1579,0.45711825028040376,2273
0.16243414674751444,7,663,0.3101065534369492,5498
0.07037883146290898,7,828,0.6673609998397693,2145
0.18058442531279967,5,1026,0.20659750040057684,6454
0.2410698856375622,3,1627,0.06232975484697965,6695
0.15254641286002227,5,1118,0.2559085082518827,5376
0.13659449857355344,7,742,0.37644207659029,4713
0.05716855028363264,7,660,0.7512618170165037,1945
0.24195490446584406,3,1600,0.06359157186348341,6756
0.07060053682603176,4,2431,0.47636596699246914,2070
0.05821581866096939,5,1463,0.6350945361320302,2103
0.0992133223009877,3,3558,0.2475765101746515,2393
0.06310608678367649,7,734,0.7163315173850344,2081
0.14102356848235248,3,2680,0.16327511616728088,5182
0.15321756025142247,6,844,0.29504486460503127,5669
0.1125139898057168,7,839,0.4568779041820221,3414
0.060192096514977214,6,999,0.6821022272071784,2144
0.07232007364984534,6,1125,0.6081757731132831,2131
0.12690087559798563,4,1752,0.2616968434545746,4774
0.06210569016530723,7,720,0.724423169363884,2054
0.18963794512198268,5,958,0.19417961865085723,6561
0.0914041083049624,3,3704,0.27353388879987184,2378
0.11041431375672771,4,1970,0.30553997756769746,4093
0.1288251554356195,4,1767,0.2534850184265342,4687
0.13332192661382958,5,1223,0.30139400737061367,5054
0.05033214153496011,4,2243,0.6124419163595578,1962
0.07241407419973951,5,1589,0.5424411152058964,2162
0.22255291274817562,5,953,0.14482855311648773,5953
0.05024661250238163,4,2350,0.5982414677135075,2014
0.15163347116257503,6,845,0.300953372856914,5618
0.1479004013014416,4,1622,0.21693238263098863,6098
0.11661883220212757,6,1042,0.3940474282967473,3690
0.13626540402928994,4,1727,0.2396250600865246,4717
0.20611622750531688,7,593,0.23818298349623457,5773
0.2182407412429913,4,1226,0.12231613523473803,5876
0.10206970868305001,3,3506,0.24042621374779682,2497
0.11449808819354597,3,3136,0.21364765261977248,3912
0.09849657060566655,7,894,0.5159229290177856,2352
0.14597268011021303,7,711,0.3500841211344336,5333
0.1866516715317626,4,1371,0.15910911712866527,6344
0.09565057509268411,6,1156,0.47748758211825026,2196
0.11614714841097334,5,1343,0.34992389040217914,4162
0.2360769235178301,3,1683,0.06795785931741707,9235
0.05971385796939162,5,1431,0.6275837205576029,2005
0.14215392104791325,6,854,0.3156745713827912,4910
0.19231160831935556,7,613,0.2579915077711905,5712
0.08009080231149482,7,900,0.6160070501522192,2165
0.05947480400109637,3,4609,0.4070261176093575,2061
0.07764107432770616,4,2406,0.42727527639801316,2222
0.23376463870613656,5,882,0.1357554879025797,6693
0.05185195636422468,3,4596,0.4502683864765262,2005
0.08766439496227037,5,1581,0.4558564332639,2301
0.056256702580328916,3,4536,0.4272552475564813,2036
0.07212589351244066,3,4303,0.3439352667841692,2212
0.17402985732565926,3,2250,0.1211945201089569,5830
0.09832778174781716,4,2150,0.3432542861720878,2456
0.16384241008613537,6,852,0.2741147252042942,5631
0.16803907655322525,3,2365,0.129125941355552,6377
0.21988706661795582,7,572,0.2158107675052075,6524
0.05094827858237479,4,2296,0.6057923409709982,1977
0.22067389186847336,3,1804,0.07795225124178817,6597
0.1738238172853948,4,1492,0.17262858516263418,6778
0.08254869722099152,6,1187,0.5454053837526037,2144
0.2045874776270568,3,1944,0.09111120012818459,6663
0.22109830835811717,3,1736,0.07847300112161512,6662
0.10085269675083147,7,911,0.5017224803717353,2373
0.23375873618053616,5,921,0.13303156545425412,7355
0.14089148605973156,4,1693,0.22752763980131388,5203
0.1706848908666643,6,792,0.2592533247876943,6259
0.2469299067235287,7,543,0.18007931421246595,6659
0.12230721572783987,4,1905,0.2679658708540298,4260
0.2126318691640226,5,965,0.1619131549431181,6659
0.11367982356569194,3,3195,0.21178497035731453,4246
0.20984270444829822,4,1278,0.12964669123537895,6749
0.1701467837725285,5,1075,0.22392244832558886,5740
0.09327113904508029,3,3623,0.26810607274475245,2334
0.1328052187578473,7,801,0.3839128344816536,4085
0.11352712687271234,7,889,0.4491868290338087,2643
0.06562167861607278,4,2495,0.49983976926774554,2157
0.0559669540199395,4,2460,0.5590049671526999,2035
0.1192957310814362,3,3080,0.2022712706297068,4270
0.05380682956349732,5,1475,0.6596098381669604,1989
0.083097551516355,3,4008,0.30257570902099024,2233
0.1950366641701738,4,1347,0.14580996635154622,7189
0.1916182471367176,5,976,0.18736981253004326,6493
0.19771607729147656,6,749,0.21811408428136517,6419
0.11343063422599575,5,1381,0.3533087646210543,4063
0.2280038914235391,4,1224,0.10775516744111521,6618
0.16876610960568952,6,785,0.2623577952251242,6310
0.07520526834932531,6,1163,0.5859237301714468,2089
0.07874373229110683,6,1167,0.5705015221919564,2111
0.1886190853859403,5,973,0.19734417561288256,6489
0.08458878728841562,7,912,0.5913114885435027,2210
0.15145854031640865,4,1631,0.21012257651017466,5531
0.24835489518574216,7,544,0.18076029482454734,6789
0.0508015209466679,4,2322,0.6038094856593494,1897
0.05331596037951139,4,2444,0.5786532606954014,1960
0.24861691638610134,5,861,0.11770950168242268,6804
0.1669277668268331,5,1044,0.2272872937029322,5827
0.07538199510370264,6,1188,0.5882671046306681,2157
0.22946043995081872,4,1195,0.10941756128825508,7356
0.22607606002553843,7,614,0.20435427014901458,6550
0.15724008262227507,4,1588,0.20605672167921807,5566
0.1743584059721513,5,1040,0.21861480531966032,5739
0.10463743830017527,7,871,0.4890442236821022,2364
0.06010393927440103,5,1532,0.6218955295625701,2105
0.16891352177817287,6,825,0.2612361800993431,5801
0.10895103864055261,7,852,0.4644888639641083,2405
0.1827242093320704,7,624,0.26956817817657425,5821
0.21724903536852025,5,935,0.15430219516103189,6627
0.05363210878287281,5,1419,0.6641964428777439,2045
0.16914275493714548,3,2352,0.1250600865245954,5789
0.09625610793737045,5,1528,0.41661993270309244,2407
0.22477769958076027,7,583,0.2099623457779202,7241
0.1007329013123657,5,1496,0.3991948405704214,2371
0.17215402664708368,4,1543,0.17276878705335683,6329
0.16070816801792231,3,2468,0.13275116167280884,5610
0.1292333000118498,4,1729,0.25847219996795384,4668
0.1855241527199588,4,1394,0.15784730011216153,6451
0.1951539269430868,7,612,0.2533648453773434,5919
0.16338755906387736,5,1106,0.2358396090370133,5665
0.20168444743695085,3,1975,0.09337445922127864,6540
0.24668341519858755,3,1520,0.05954574587405864,8712
0.13385447758016103,7,737,0.38150937349783687,3566
0.1529166103771062,7,690,0.3373457779202051,4816
0.05249397558824265,6,911,0.7326550232334562,1934
0.2092057112620757,3,1898,0.08542300913315173,6445
0.15404601340919877,3,2546,0.14482855311648773,5692
0.13159228607211304,3,2863,0.18033968915237944,4880
0.06881439261787917,6,1123,0.6340330075308445,2024
0.22793128433507948,6,745,0.16838247075789137,6647
0.1290014480081113,7,778,0.3992549270950168,4383
0.18651631964184406,3,2126,0.1067136676814613,7158
0.07987483127363015,3,4129,0.3117889761256209,2282
0.2423099259082065,7,604,0.1844656305079314,6431
0.08568835236436619,7,901,0.5826390001602307,2289
0.08990839857989807,6,1152,0.5032446723281525,2359
0.22179657211154274,3,1804,0.07719115526357956,7160
0.23251654882838624,3,1654,0.06925973401698446,7772
0.0924294815046603,3,3738,0.26610318859157184,2388
0.1439601776349656,6,891,0.31609517705495915,4958
0.196698980912566,7,631,0.25020028841531805,5766
0.22567314676216033,6,754,0.17443118090049672,6022
0.12581053900746103,4,1796,0.2647211985258773,4769
0.15340389736988586,6,880,0.2920405383752604,4739
0.19834328210394697,3,2033,0.09563771831437269,5896
0.1962271953305591,7,611,0.24745633712546067,5890
0.20659202600521698,7,597,0.23209421567056562,5975
0.16398676372830528,6,834,0.2739745233135715,5697
0.07092301936095505,7,825,0.6717673449767665,2165
0.23079465817560801,5,897,0.13898013138920046,7182
0.22311450786420567,5,937,0.1482134273353629,6682
0.20961948716366663,4,1313,0.12788415318058002,6481
0.0699724954321459,7,830,0.6761736901137638,2119
0.09087947341628584,6,1160,0.4969155584041019,2221
0.19872007302153039,3,1996,0.09517705495914117,7148
0.05462801891638929,7,590,0.7762177535651338,2042
0.24584492674145592,3,1513,0.06104790898894408,6760
0.12542893607113614,5,1302,0.3215630507931421,4676
0.19386250673816474,3,2022,0.1001642365005608,6497
0.22751421769760866,6,719,0.17354991187309726,5984
0.12892597763001645,5,1233,0.3166159269347861,4524
0.11382649771993321,5,1357,0.357675052074988,3486
0.17174822577964935,6,821,0.25871254606633554,6732
0.16619787474961015,6,862,0.2710703412914597,6792
0.13182799552495944,4,1722,0.25046066335523154,5307
0.1703549511735417,7,622,0.29744832558884793,5124
0.23707627391329894,5,887,0.13140922929017784,7370
0.14352805132531932,3,2674,0.15864845377343376,5078
0.08934843615012628,3,3771,0.2768586764941516,2314
0.1254411965766008,4,1791,0.2663635635314853,4720
0.12882139651862373,6,958,0.35803557122256047,4450
0.07622173860524398,5,1637,0.5163835923730171,2239
0.08257430011091099,4,2359,0.4106313090850825,2133
0.18691241467873548,5,1035,0.19153581156865887,7207
0.11789555084178055,7,826,0.4363883992949848,3006
0.24097967837116152,5,871,0.12632190354109918,7455
0.09871934907172149,3,3560,0.2520429418362442,3023
0.06978490102096446,3,4225,0.35935747476365965,2238
0.20070091260005157,5,988,0.1740105752283288,5908
0.226207210383574,5,915,0.1453893606793783,6599
0.10562267137429758,7,877,0.4855391764140362,2433
0.0904176203290956,5,1540,0.44586204133952895,2438
0.08715322697421743,6,1221,0.515462265662554,2134
0.15440246027330246,5,1118,0.25046066335523154,5705
0.1436833282493542,4,1676,0.22219996795385355,5167
0.10188796797090685,6,1118,0.448125300432623,2393
0.05903462339788528,6,1000,0.6921767344976767,2029
0.14629826806525614,6,850,0.31467312930620095,5006
0.2418664695271217,3,1540,0.0645329274154783,6833
0.18050384015053267,6,777,0.24441195321262618,7089
0.14910131132572368,4,1541,0.2172127864124339,5445
0.07213841480592323,6,1168,0.6069139560967793,2122
0.10048725810991746,6,1069,0.46446883512257653,2398
0.10895478991490855,6,1095,0.42044544143566737,2391
0.20296071052144687,7,627,0.23694119532126262,5764
0.22534215945292385,5,913,0.14554959141163276,7406
0.2303283707132877,3,1706,0.07160310847620574,6808
0.24691372165015085,6,732,0.14929498477808043,6691
0.24647333662090648,6,712,0.15282006088767824,7427
0.2405998265535963,3,1650,0.06178897612562089,7258
0.06436442810057688,3,4512,0.3815294023393687,2199
0.07755870718556104,4,2425,0.432963467393046,2307
0.11089330529520658,7,845,0.4578392885755488,2367
0.1605796508128923,5,1081,0.23914436788976126,6112
0.06939557774109587,7,842,0.6720878064412754,2074
0.21915939156042852,7,558,0.22023714148373658,5978
0.1733512358154618,5,1078,0.2137477968274315,6234
0.158472880460441,6,855,0.28268706937990706,5217
0.08306226467345823,4,2348,0.4055840410190675,2361
0.10065109488003948,3,3521,0.24571382791219357,3001
0.08206240499645162,4,2337,0.4164196442877744,2260
0.2203866315589597,5,966,0.14941515782727127,7325
0.16684557201224365,3,2401,0.12838487421887518,5575
0.1970258855039267,4,1326,0.1430059285370934,6455
0.10920657258200515,3,3330,0.22378224643486622,3912
0.12425052741765544,6,1045,0.3694920685787534,3908
0.13097099288530678,7,790,0.39314613042781604,4213
0.20200299434880697,7,605,0.2393045986220157,6497
0.20447059753491365,4,1343,0.13281124819740425,5887
0.09136270550280634,5,1604,0.4375701009453613,2219
0.23830777134761982,7,562,0.1909349463227047,6710
0.07413106748873728,5,1589,0.535471078352828,2336
0.22922441648472608,4,1226,0.1087566095177055,6509
0.07007912912996186,4,2470,0.47668642845697806,2135
0.10290796223026222,6,1123,0.4467232815253966,2431
0.21929570721359143,5,977,0.1516383592373017,7386
0.08589841446921749,7,874,0.5837806441275437,2149
0.13271358626199398,7,746,0.3943078032366608,4444
0.13997185998882525,3,2686,0.16469716391603909,4820
0.09905179460464193,6,1175,0.46314693158147735,2340
0.19204904026719732,4,1443,0.14376702451530204,6416
0.22026692988044078,5,917,0.15083720557602948,6615
0.22491502797111435,4,1255,0.10849623457779202,6866
0.1178644291473122,4,1815,0.2872937029322224,4221
0.1561700788575629,4,1593,0.19780483896811407,5658
0.0996812807731303,3,3559,0.2490185867649415,2487
0.09895930031002909,6,1138,0.4643887197564493,2383
0.08225081257038483,3,4029,0.2980291619932703,2314
0.23800380216150296,4,1191,0.09902259253324788,6577
0.227597765721116,3,1720,0.07432703092453133,6810
0.20547174266553847,3,1983,0.09026998878384875,7068
0.15353230425754583,4,1611,0.20637718314372697,5362
0.1481215831023744,7,719,0.3463988142925813,4786
0.15594913323649962,7,678,0.32266463707739146,4929
0.15731360271541786,4,1608,0.19950729049831759,6188
0.13691261693953807,5,1248,0.28823505848421727,4676
0.0763509665784135,7,931,0.6289056240987021,2149
0.07513277057370721,4,2423,0.44552155103348823,2278
0.24044994316913665,7,578,0.18476606313090851,6017
0.14640615191727013,3,2555,0.15684585803557122,5524
0.2406411049810378,4,1167,0.09337445922127864,7354
0.08271537554202199,4,2281,0.4150777119051434,2254
0.1608833104079867,3,2469,0.133972921006249,6124
0.09154345067030785,7,891,0.5501922768787053,2352
0.10063692122532031,7,918,0.5015422207979491,2334
0.05601091575223576,4,2369,0.5662554077872136,2035
0.07379066214804227,7,862,0.6497957058163756,2167
0.23336968152583915,6,713,0.16872296106393206,6062
0.11430659829646635,7,821,0.4539737221599103,3489
0.17162584238291834,7,671,0.2927816055119372,5507
0.1430028263978546,5,1186,0.27920205095337286,5340
0.13009024904905567,3,2814,0.1864885435026438,4790
0.15637721826921364,7,678,0.3231853869572184,4958
0.08744778892306831,6,1184,0.5152219195641724,2308
0.24772077970391532,7,564,0.17779602627784008,6729
0.2136615737407726,7,587,0.22111841051113604,7388
0.19832292654630307,3,2011,0.09770068899214869,6643
0.1437518594027905,5,1179,0.27737942637397855,5763
0.0805754244252672,3,4026,0.31090770709822146,2373
0.2341331716547136,3,1679,0.06779762858516264,6711
0.11827741347634553,7,868,0.4285370934145169,3684
0.06002133793938676,7,707,0.7335763499439193,1981
0.11848073536212574,7,828,0.4316415638519468,3876
0.2088914060991769,7,618,0.22768787053356834,6388
0.17454174899764163,6,832,0.2521831437269668,6326
0.20016771694897195,5,1002,0.17491187309726006,6644
0.20872707677247548,7,593,0.2283287934625861,6958
0.09239092221610852,5,1533,0.4327631789777279,2371
0.23475666321863603,6,701,0.16555840410190675,6565
0.13759792058407452,4,1774,0.23461784970357313,4763
0.1778027298528329,6,785,0.2455535971799391,6383
0.050461754517348405,7,535,0.7966872296106393,2025
0.24867369968223563,6,717,0.14250520749879828,8067
0.10617927719283103,5,1446,0.37355792340971,2383
0.06241262130803105,3,4458,0.391503765422208,2083
0.1416524083073028,3,2654,0.1622736740906906,5408
0.07580601143640836,6,1180,0.5872256048710143,2241
0.08046534203151515,6,1199,0.5569620253164557,2120
0.17645656260604203,6,796,0.2512818458580356,5607
0.12858547831404665,7,800,0.39831357154302194,4217
0.23437049003099902,5,883,0.13217032526838648,7529
0.11383129892161402,7,830,0.44870613683704536,3069
0.19523602567678022,6,781,0.219676333920846,6583
0.1422198860309815,4,1705,0.22540458259894247,5434
0.1819902602258558,7,635,0.27958259894247717,5748
0.16993907134319808,3,2306,0.12439913475404582,6337
0.14455679455179965,5,1132,0.27109037013299153,5388
0.24001221892488744,7,552,0.18468594776478128,6485
0.11854272855099118,6,987,0.3895008812690274,3360
0.08544710024985452,7,899,0.5809165197884955,2221
0.18561881217596565,3,2174,0.10915718634834161,6438
0.21920151226158174,5,925,0.1509373497836885,6648
0.058050747987984756,6,962,0.7038335202691877,2101
0.1399265376845361,6,867,0.32580916519788494,5194
0.22849753793746524,7,559,0.20309245313251081,5929
0.19992372378457351,5,944,0.1802395449447204,6272
0.24836154329952564,6,691,0.14999599423169363,6098
0.15628276231944876,5,1095,0.24679538535491108,6810
0.18199914376023024,7,618,0.27611760935747476,5735
0.11049605622758563,3,3194,0.22244031405223522,3598
0.23950711993319845,4,1170,0.09699967953853549,7240
0.12326709771130727,3,3027,0.1902539657106233,4885
0.1977021425373257,6,746,0.21725284409549753,6528
0.1306280408238164,4,1788,0.24765662554077872,4647
0.16236378601259988,4,1578,0.18881188912033328,5495
0.19395650700430928,7,590,0.2550472680660151,5745
0.15178683035027085,4,1567,0.21190514340650538,5543
0.23141726538190172,3,1707,0.06986059926293864,7373
0.13386019758556206,3,2802,0.17689472840890882,5034
0.17941435962866503,4,1451,0.16453693318378465,5786
0.11847248666001083,7,837,0.4300793142124659,3511
0.1316313336462026,5,1225,0.30654141964428777,4606
0.1380100216467105,7,712,0.3701930780323666,4310
0.07516140366245705,4,2392,0.4544744431982054,2173
0.06834473581180134,4,2430,0.48986540618490626,2172
0.18349798462935157,3,2182,0.10865646531004647,5880
0.18110354766861048,4,1470,0.16211344335843614,5791
0.18258194284201906,5,1028,0.20110959782086205,6383
0.053953289068538336,7,604,0.7760374939913476,1952
0.11530936853435599,4,1923,0.2921406825829194,4063
0.08956196945183939,6,1168,0.5092132671046307,2270
0.2056302845088025,6,729,0.20391363563531487,6690
0.22212608027922603,4,1233,0.11338327191155263,6629
0.09933607544522947,7,924,0.5060487101426053,2409
0.1835698317695973,5,1060,0.20225124178817497,5674
0.07587256069165489,3,4172,0.3276718474603429,2174
0.10503050512034268,7,884,0.48395689793302354,2452
0.07773089924668392,7,915,0.6260615286011857,2186
0.10670415331984584,3,3395,0.23021150456657588,3816
0.1849473094698556,7,630,0.2697083800672969,6211
0.23206538203705052,7,573,0.20086925172248038,6598
0.0905044815848372,7,954,0.5509734016984458,2228
0.15841580699014385,4,1501,0.1992869732414677,6190
0.19027822024868646,6,750,0.22708700528761416,6433
0.24058449369711316,5,864,0.12934625861240187,6743
0.17201209657743477,6,833,0.2560687389841372,5672
0.10102138620547614,6,1138,0.4515902900176254,2379
0.17509563138278728,6,775,0.2525636917160711,5807
0.11409823233560323,5,1347,0.35210703412914596,3906
0.24522567813834156,6,672,0.15450248357634994,6586
0.12993522703272736,5,1230,0.3144728408908829,4637
0.18708554415220285,3,2096,0.10715430219516103,6569
0.0546455164693517,3,4565,0.4388719756449287,2047
0.13001228922695107,7,773,0.3941075148213427,4204
0.22502152266450232,7,574,0.20673770229129948,6481
0.17204548888664917,5,1084,0.21743310366928376,5725
0.13878857727919527,3,2686,0.1674611440474283,5190
0.23718749988714521,6,715,0.16171286652780004,6664
0.22079687522944585,3,1804,0.07867328953693319,7297
0.11444313476458766,4,1980,0.2870132991507771,4080
0.15890968040826792,4,1571,0.19872616567857715,6195
0.14796485121849257,3,2561,0.15556401217753565,5354
0.17644050002297246,7,631,0.28647252042941834,5458
0.11682225339175112,5,1328,0.34229290177856114,3899
0.09884100015317765,4,2150,0.3429137958660471,2431
0.23253436705110725,5,893,0.13479410350905305,6120
0.2347748998997013,3,1614,0.06771751321903541,6594
0.2186645771523958,5,958,0.15203893606793784,6694
0.2456408861529123,5,846,0.12091411632751162,6783
0.1989983051559377,4,1409,0.13765822784810128,5895
0.20293344571239996,7,620,0.23996555039256529,6638
0.20251801839252814,4,1383,0.13209020990225925,7055
