eps,min_samples,n_clusters,noise_ratio,largest_cluster
0.13337787371897702,7,746,0.38717753565133795,4514
0.09651398810577475,4,2239,0.3504446402820061,2389
0.12350236202302561,3,2951,0.19327832078192597,4771
0.12327848996524948,6,991,0.3782046146450889,3996
0.1154991128825091,4,1934,0.2895970197083801,4319
0.12589281594538582,7,831,0.4119732414677135,4099
0.1871486690911891,5,960,0.20225124178817497,6318
0.10937529491425707,7,867,0.46254606633552314,2432
0.23977158534306808,3,1618,0.06327111039897453,7194
0.23326960390763557,6,714,0.16702050953372857,6536
0.14618208566001573,5,1149,0.26854670725845214,5365
0.11567224100093776,5,1321,0.3524274955936549,3409
0.15708695796600064,4,1576,0.197504406345137,5655
0.21971209775472494,7,556,0.2185947764781285,7247
0.1805174681120204,4,1447,0.16071142445120976,5880
0.21087836558941547,7,586,0.22752763980131388,6557
0.15654445521314803,5,1132,0.24677535651337926,5592
0.17658352585352416,3,2232,0.11620733856753726,5833
0.10763112283649234,7,893,0.4737421887518026,2409
0.19697863246205816,3,2032,0.09766063130908509,6373
0.09048091862514368,4,2294,0.3712546066335523,2392
0.18895962576369968,7,603,0.25981413235058487,6411
0.22214381366517882,7,585,0.2088607594936709,5811
0.07642056746030879,7,844,0.6390602467553277,2250
0.17287594810838397,5,1061,0.21899535330876463,5590
0.06901914964598693,6,1124,0.6280644127543663,2156
0.19514312565428538,4,1400,0.14416760134593815,6477
0.06689864376470406,6,1061,0.6420445441435667,2203
0.2371879645401252,5,911,0.12962666239384715,6630
0.07748158600756044,3,4128,0.3248277519628265,2253
0.2417760491818161,5,861,0.1253605191475725,6678
0.21017683521701935,5,950,0.161612722320141,6468
0.16873640089327083,4,1519,0.1778761416439673,6279
0.2065248209259094,4,1319,0.13036772953052395,6569
0.20902296779661717,5,961,0.16764140362121455,6482
0.23920541256346606,3,1587,0.06735699407146291,6731
0.10067667076783744,3,3466,0.24745633712546067,2380
0.16801517907166186,6,818,0.26990866848261497,5614
0.06900983951288026,4,2433,0.47969075468674893,2240
0.17323314000482426,6,789,0.253505047268066,6196
0.08425826081855776,5,1619,0.47254045825989427,2239
0.1629901222944884,5,1138,0.23191395609677937,4969
0.16448610280676995,5,1105,0.23628024355071303,5556
0.14319703059624547,5,1144,0.2757971478929659,4958
0.15452635510262458,7,654,0.33366047107835284,4876
0.2027846780013176,7,563,0.24355071302675854,5973
0.20984894330241333,4,1304,0.12728328793462587,7271
0.14843064311508583,6,855,0.30553997756769746,5231
0.16991868830452245,7,665,0.2935827591732094,5476
0.23624724713802037,3,1655,0.06417240826790578,7491
0.07394671770022457,6,1139,0.5993831116808204,2196
0.0734207131800221,5,1598,0.5401578272712706,2236
0.06754180238215368,7,813,0.6865286011857075,2114
0.1815726570081056,5,1009,0.20383352026918763,5737
0.1337216601580759,7,764,0.3870773914436789,4465
0.20486428322836864,3,1915,0.0880668162153501,7327
0.18424628266171855,3,2111,0.11071943598782247,6562
0.11672755166564763,7,830,0.44281765742669443,3184
0.22967330947230719,5,930,0.138098862361801,6595
0.2025064294141305,5,981,0.1737502002884153,6431
0.10410698818203515,3,3373,0.24184826149655503,3420
0.12283840355441081,4,1815,0.272692677455536,4358
0.11288799604085259,7,876,0.4474843775036052,2403
0.08152232972499993,4,2301,0.41688030764300593,2329
0.07955667450843834,5,1614,0.4989785290818779,2207
0.2372254926751488,4,1185,0.09986380387758372,7277
0.13758080743975065,4,1694,0.23778240666559847,5238
0.12666396455548196,3,2954,0.18342413074827751,5061
0.1959371417354756,7,618,0.2533448165358116,5670
0.16059861305057999,7,675,0.31569460022432305,5932
0.23722799736769246,3,1649,0.06637558083640442,6675
0.20606029878187843,4,1288,0.12928617208780643,7359
0.14587391282490808,5,1155,0.26592292901778564,5969
0.12527189469616523,4,1855,0.26321903541099184,4670
0.2473263089848644,6,674,0.15101746514981573,6867
0.19355204720072872,4,1419,0.14200448646050312,6555
0.24023893200076823,3,1638,0.0656144848581958,6074
0.07369571544340828,4,2553,0.44912674250921325,2364
0.22010673583815654,5,965,0.15239945521551032,6585
0.17741477679824152,3,2190,0.11821022272071784,6347
0.07438433566702252,7,880,0.6451289857394649,2072
0.16765159999384416,3,2346,0.1284649895850024,6295
0.18721927302108976,3,2121,0.1039096298670085,6527
0.05246053717772057,5,1418,0.6753525076109598,1933
0.14086359236834933,5,1230,0.2778801474122737,5986
0.21507990223926426,4,1277,0.1201730491908348,7277
0.10907180506881797,4,1976,0.31313090850825187,3587
0.14170961635971024,3,2736,0.1605912514020189,4944
0.13846282541357863,6,911,0.3336204133952892,4656
0.11038547828849832,4,2058,0.300953372856914,4118
0.23368837910311085,3,1675,0.06765742669444,7343
0.20625880708630318,4,1363,0.12900576830636115,6546
0.0721176821992221,7,871,0.6590890882871334,2113
0.24940693156751464,4,1046,0.08988944079474444,6160
0.22584000486154904,7,595,0.20467473161352348,6562
0.1067816875728078,4,2047,0.3123097260054478,3106
0.21737931593218768,3,1786,0.08083640442236821,7206
0.07128390637427658,4,2425,0.4702771991668002,2233
0.24982094609484773,4,1107,0.08854750841211344,7444
0.1831369472213074,3,2187,0.11097981092773594,6281
0.1800250031117594,5,1071,0.20585643326390002,5871
0.06808814539682656,4,2505,0.4823345617689473,2235
0.22940667977932505,6,709,0.17411071943598783,6634
0.055799900640893886,5,1491,0.6511576670405383,1935
0.09816561160822941,5,1464,0.4099503284730011,2399
0.07860437503332701,5,1644,0.5053276718474603,2143
0.20535358813844373,3,1931,0.09101105592052555,7255
0.08964084544257958,6,1175,0.5027439512898574,2319
0.2321276454261771,3,1747,0.06875901297868932,6562
0.18125380786549805,6,765,0.24280964589008172,6300
0.05723254209893924,7,639,0.7544664316615927,1947
0.0510859668257401,6,841,0.7467753565133792,1856
0.060331583402879786,5,1501,0.6227767985899696,2025
0.17118503552954556,4,1503,0.17483175773113283,6152
0.21029636217188308,7,579,0.22798830315654542,6355
0.0977105641254777,4,2096,0.35136596699246914,2511
0.2198817685846146,5,937,0.15003605191475725,6640
0.06144638803065208,6,1038,0.6744712385835603,2006
0.21019277072833525,7,569,0.22740746675212306,6548
0.23555908603445608,7,585,0.19257731132831277,6628
0.2044216798208761,3,1976,0.09237301714468835,6114
0.18962415679572747,7,594,0.26125620894087487,5612
0.2175960437310766,3,1907,0.07809245313251081,6069
0.05803025990941329,5,1466,0.6450488703733376,1965
0.09035642214381108,7,943,0.5575028040378145,2279
0.07498473586112862,6,1152,0.5915718634834162,2200
0.1509061980385973,7,692,0.334982374619452,5191
0.19903762566576894,4,1305,0.1384794103509053,6566
0.17600236891527976,4,1499,0.1709261336324307,5739
0.220226219952387,4,1263,0.11322304117929818,6734
0.08104259848821818,4,2329,0.4172007691075148,2334
0.19692421838703233,6,769,0.22151898734177214,5810
0.08860829817378083,5,1601,0.4522712706297068,2297
0.10415175026356005,6,1122,0.4393726966832238,2457
0.19198093945626077,5,973,0.19079474443198205,5902
0.24604095697973638,4,1094,0.09361480531966031,8145
0.1723087211954139,3,2304,0.12175532767184746,6327
0.06090006299825912,5,1545,0.6144448005127383,2007
0.17326179398550656,7,639,0.28773433744592214,6062
0.05847011031603342,7,656,0.7524034609838167,1986
0.22682914227336343,4,1202,0.10993831116808203,6515
0.19191565702012414,5,1014,0.18738984137157508,7099
0.08462556928450066,6,1233,0.5340290017625381,2396
0.06834420116483962,6,1134,0.6348141323505848,2113
0.0867066457760638,3,3895,0.28735378945681783,2365
0.2460054359108385,5,841,0.12175532767184746,6678
0.14171212849169795,3,2628,0.16341531805800352,5354
0.20681618966828158,3,1950,0.08786652780003204,6480
0.1772816684215554,6,818,0.24611440474282967,6326
0.16448262999172747,3,2395,0.13233055600064092,6048
0.07902605093300995,4,2374,0.43348421727287295,2253
0.23920489071161904,5,896,0.12942637397852907,6643
0.1102685265029436,6,1047,0.4123137317737542,2757
0.16560344316150843,5,1027,0.2310326870693799,6260
0.1899551889178132,3,2078,0.10421006248998559,5841
0.1798466310490618,6,810,0.24184826149655503,6333
0.2381188819391037,7,571,0.19043422528440954,6701
0.0796877979840116,7,872,0.6142244832558885,2158
0.15167054768938842,6,887,0.3003925652940234,5221
0.1308068781481532,5,1249,0.3012137477968274,4852
0.14483374589652365,7,694,0.3580756289056241,5237
0.07384350523954893,5,1635,0.5308444159589809,2186
0.07681892197455308,3,4121,0.3228849543342413,2418
0.10561510915625148,7,885,0.48227447524435185,2427
0.11094092075216627,4,1932,0.30618090049671526,4084
0.13558064273627002,7,740,0.3754005768306361,4491
0.17219750940732564,4,1461,0.17443118090049672,6354
0.1769258234836526,7,614,0.28402900176253804,5638
0.13236217931711405,5,1236,0.30590049671527,4737
0.13175662188573944,5,1256,0.3061208139721199,4910
0.0935257053393924,4,2131,0.36446482935427016,2303
0.16766124968180166,7,641,0.3048389681140843,5499
0.11340818226344758,3,3182,0.21837445922127866,4134
0.057211966855472744,5,1505,0.6407026117609358,1879
0.1336800088313721,4,1776,0.24643486620733857,5326
0.14482653501803405,5,1136,0.27561688831917963,5479
0.0951185736408422,4,2166,0.3538695721839449,2378
0.16449158662442315,6,812,0.27673850344496076,6089
0.1631543800863842,4,1493,0.19317817657426695,5577
0.1904004362220743,3,2101,0.10445040858836725,7164
0.17958969644024203,3,2189,0.11594696362762377,6496
0.18048661130420635,6,800,0.2448525877263259,6256
0.11324283036480863,4,1967,0.2967072584521711,2597
0.20748644439719077,4,1312,0.1291860278801474,7494
0.1598288767199359,6,838,0.28723361640762696,5062
0.136283639035978,4,1692,0.24256929979170005,5284
0.17520249618821143,4,1453,0.17046547027719916,6325
0.12213146689005086,4,1870,0.2717112642204775,4600
0.15254784892135165,4,1577,0.2060767505207499,5644
0.19734113769644407,6,755,0.2179338247075789,5942
0.22728057734474155,5,938,0.14134353468995353,7390
0.23421143945903833,7,565,0.19315814773273512,6542
0.15072658503661984,6,853,0.30299631469315813,5053
0.15405502294811382,3,2458,0.14322624579394327,5623
0.2099740821527673,4,1338,0.1253204614645089,7308
0.11289013834884026,4,1978,0.2994311809004967,3911
0.21747647246901375,5,922,0.1536412433904823,6519
0.1488283293034847,4,1619,0.21506970036853068,6151
0.07317134486705368,7,866,0.6530403781445281,2281
0.06441182941458874,4,2473,0.5067096619131549,2157
0.21839864220789262,5,922,0.15394167601345937,7280
0.06111358338137558,3,4527,0.3998958500240346,1979
0.10612228722673119,7,881,0.4809926293863163,2422
0.11682600810030917,7,802,0.4410551193718955,2685
0.08459888903831876,6,1187,0.535471078352828,2270
0.11277867396039785,4,1991,0.29854991187309726,4121
0.19853851334501715,3,2070,0.0949367088607595,6499
0.05293656871201416,6,875,0.7335563211023874,2046
0.2154346849041373,5,970,0.15418202211184104,6603
0.22130960471491162,7,586,0.2130267585322865,6000
0.12445231463830964,6,999,0.3746194520108957,4075
0.08072257981212697,5,1581,0.4952331357154302,2251
0.1701680815890162,7,658,0.2973481813811889,5375
0.07393451117297888,7,885,0.6452691876301875,2226
0.1229838722156505,5,1294,0.3265902900176254,3882
0.2416858361801945,3,1566,0.062489985579234096,9376
0.24909289451672745,3,1496,0.06034689953533088,14464
0.20442097827091715,5,984,0.16896330716231373,6538
0.11219230198415325,5,1387,0.361079955135395,3157
0.18753300983321852,3,2159,0.1063531485338888,6404
0.19108127309680256,3,2111,0.10404983175773114,5905
0.12756833903272996,6,968,0.35817577311328314,4385
0.17817772691723188,6,774,0.24985979810927736,5720
0.05214552899513525,3,4547,0.45219115526357956,2112
0.0918115317204483,5,1577,0.4409149174811729,2349
0.15501766059345223,3,2533,0.14426774555359717,5940
0.08275026085165918,6,1210,0.5501321903541099,2094
0.08318137357530672,7,897,0.5937750360519147,2278
0.21726085811004758,7,589,0.21933584361480532,6447
0.24782660053672112,5,850,0.12129466431661592,6587
